# ID	name	start	stop	frame	product	description	function	cogcats	status_region	status_function	type	region_number	function_number
Rv0905	echA6	1008207	1008938	3	enoyl-CoA hydratase EchA6	-	-	-	status 3	annotated	CDS	5	6
Rv0906	-	1008944	1010062	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0907	-	1010136	1011734	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0908	ctpE	1011731	1014124	2	metal cation transporter ATPase E	-	-	-	status 3	annotated	CDS	5	6
Rv0909	-	1014681	1014860	3	antitoxin	-	-	-	status 3	annotated	CDS	5	6
Rv0910	-	1014866	1015300	2	toxin	-	-	-	status 3	annotated	CDS	5	6
Rv0911	-	1015398	1016171	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0912	-	1016236	1016685	1	transmembrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv0913c	-	1018725	1017217	-1	dioxygenase	-	-	-	status 3	annotated	CDS	5	6
Rv0914c	-	1019965	1018727	-2	lipid carrier protein or keto acyl-CoA thiolase	-	-	-	status 3	annotated	CDS	5	6
Rv0915c	PPE14	1021329	1020058	-1	PPE family protein PPE14	-	-	-	status 3	annotated	CDS	5	6
Rv0916c	PE7	1021643	1021344	-3	PE family protein PE7	-	-	-	status 3	annotated	CDS	5	6
Rv0917	betP	1022087	1023868	2	glycine betaine transport integral membrane protein BetP	-	-	-	status 3	annotated	CDS	5	6
Rv0918	-	1024211	1024687	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0919	-	1024684	1025184	1	GCN5-like N-acetyltransferase	-	-	-	status 3	annotated	CDS	5	6
Rv0920c	-	1026816	1025497	-1	transposase	-	-	-	status 3	annotated	CDS	5	6
Rv0921	-	1027104	1027685	3	resolvase	-	-	-	status 3	annotated	CDS	5	6
Rv0922	-	1027685	1029337	2	transposase	-	-	-	status 3	annotated	CDS	5	6
Rv0923c	-	1030577	1029513	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0924c	mntH	1031864	1030578	-3	divalent metal cation transporter MntH	-	-	-	status 3	annotated	CDS	5	6
Rv0925c	-	1032633	1031896	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0926c	-	1033786	1032710	-2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0927c	-	1034631	1033840	-1	oxidoreductase	-	-	-	status 3	annotated	CDS	5	6
Rv0928	pstS3	1034903	1036015	2	phosphate ABC transporter substrate-binding lipoprotein PstS	-	-	-	status 3	annotated	CDS	5	6
Rv0929	pstC2	1036028	1037002	2	phosphate ABC transporter permease PstC	-	-	-	status 3	annotated	CDS	5	6
Rv0930	pstA1	1036999	1037925	1	phosphate ABC transporter permease PstA	-	-	-	status 3	annotated	CDS	5	6
Rv0931c	pknD	1039914	1037920	-1	serine/threonine-protein kinase PknD	-	-	-	status 3	annotated	CDS	5	6
Rv0932c	pstS2	1041048	1039936	-1	phosphate ABC transporter substrate-binding lipoprotein PstS	-	-	-	status 3	annotated	CDS	5	6
Rv0933	pstB	1041264	1042094	3	phosphate ABC transporter ATP-binding protein PstB	-	-	-	status 3	annotated	CDS	5	6
Rv0934	pstS1	1042115	1043239	2	phosphate ABC transporter substrate-binding lipoprotein PstS	-	-	-	status 3	annotated	CDS	5	6
Rv0935	pstC1	1043299	1044315	1	phosphate ABC transporter permease PstC	-	-	-	status 3	annotated	CDS	5	6
Rv0936	pstA2	1044317	1045222	2	phosphate ABC transporter permease PstA	-	-	-	status 3	annotated	CDS	5	6
Rv0937c	mku	1046020	1045199	-2	non-homologous end joining protein Ku	-	-	-	status 3	annotated	CDS	5	6
Rv0938	ligD	1046136	1048415	3	multifunctional non-homologous end joining DNA repair protein/ATP dependent DNA ligase LigD	-	-	-	status 3	annotated	CDS	5	6
Rv0939	-	1048412	1050346	2	bifunctional 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase/cyclase/dehydrase	-	-	-	status 3	annotated	CDS	5	6
Rv0940c	-	1051459	1050593	-2	oxidoreductase	-	-	-	status 3	annotated	CDS	5	6
Rv0941c	-	1052317	1051544	-2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0942	-	1052360	1052638	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0943c	-	1053736	1052696	-2	monooxygenase	-	-	-	status 3	annotated	CDS	5	6
Rv0944	-	1053765	1054241	3	formamidopyrimidine-DNA glycosylase	-	-	-	status 3	annotated	CDS	5	6
Rv0945	-	1054247	1055008	2	oxidoreductase	-	-	-	status 3	annotated	CDS	5	6
Rv0946c	pgi	1056685	1055024	-2	glucose-6-phosphate isomerase	-	-	-	status 3	annotated	CDS	5	6
Rv0948c	-	1057963	1057646	-2	chorismate mutase	-	-	-	status 3	annotated	CDS	5	6
Rv0949	uvrD1	1058260	1060575	1	ATP-dependent DNA helicase UvrD	-	-	-	status 3	annotated	CDS	5	6
Rv0950c	-	1061654	1060656	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0951	sucC	1061964	1063127	3	succinyl-CoA ligase subunit beta	-	-	-	status 3	annotated	CDS	5	6
Rv0952	sucD	1063140	1064051	3	succinyl-CoA ligase subunit alpha	-	-	-	status 3	annotated	CDS	5	6
Rv0953c	-	1064962	1064114	-2	oxidoreductase	-	-	-	status 3	annotated	CDS	5	6
Rv0954	-	1065127	1066038	1	transmembrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv0955	-	1066078	1067445	1	integral membrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv0956	purN	1067561	1068208	2	phosphoribosylglycinamide formyltransferase PurN	-	-	-	status 3	annotated	CDS	5	6
Rv0957	purH	1068205	1069776	1	bifunctionalphosphoribosylaminoimidazolecarboxamide formyltransferase/inosinemonophosphate cyclohydrolase	-	-	-	status 3	annotated	CDS	5	6
Rv0958	-	1069883	1071262	2	magnesium chelatase	-	-	-	status 3	annotated	CDS	5	6
Rv0959	-	1071255	1073273	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0959A	vapB9	1073327	1073548	2	antitoxin VapB9	-	-	-	status 3	annotated	CDS	5	6
Rv0960	vapC9	1073545	1073928	1	ribonuclease VapC9	-	-	-	status 3	annotated	CDS	5	6
Rv0961	-	1074074	1074421	2	integral membrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv0962c	lprP	1075114	1074440	-2	lipoprotein LprP	-	-	-	status 3	annotated	CDS	5	6
Rv0963c	-	1076097	1075297	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0964c	-	1076678	1076196	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0965c	-	1077197	1076778	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0966c	-	1077835	1077233	-2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0967	csoR	1077975	1078334	3	copper-sensing transcriptional repressor CsoR	-	-	-	status 3	annotated	CDS	5	6
Rv0968	-	1078391	1078687	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0969	ctpV	1078743	1081055	3	copper-exporting ATPase	-	-	-	status 3	annotated	CDS	5	6
Rv0970	-	1081052	1081684	2	integral membrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv0971c	echA7	1082584	1081775	-2	enoyl-CoA hydratase EchA7	-	-	-	status 3	annotated	CDS	5	6
Rv0972c	fadE12	1083750	1082584	-1	acyl-CoA dehydrogenase FadE12	-	-	-	status 3	annotated	CDS	5	6
Rv0973c	accA2	1085750	1083747	-3	acetyl-/propionyl-CoA carboxylase subunit alpha	-	-	-	status 3	annotated	CDS	5	6
Rv0974c	accD2	1087345	1085756	-2	acetyl-/propionyl-CoA carboxylase subunit beta	-	-	-	status 3	annotated	CDS	5	6
Rv0975c	fadE13	1088496	1087348	-1	acyl-CoA dehydrogenase FadE13	-	-	-	status 3	annotated	CDS	5	6
Rv0976c	-	1090175	1088493	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0977	PE_PGRS16	1090373	1093144	2	PE-PGRS family protein PE_PGRS16	-	-	-	status 3	annotated	CDS	5	6
Rv0978c	PE_PGRS17	1094356	1093361	-2	PE-PGRS family protein PE_PGRS17	-	-	-	status 3	annotated	CDS	5	6
Rv0979A	rpmF	1094886	1095059	3	50S ribosomal protein L32	-	-	-	status 3	annotated	CDS	5	6
Rv0979c	-	1094864	1094670	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0980c	PE_PGRS18	1096451	1095078	-3	PE-PGRS family protein PE_PGRS18	-	-	-	status 3	annotated	CDS	5	6
Rv0981	mprA	1096822	1097508	1	two-component response regulator MrpA	-	-	-	status 3	annotated	CDS	5	6
Rv0982	mprB	1097508	1099022	3	two component histidine-protein kinase/phosphatase MprB	-	-	-	status 3	annotated	CDS	5	6
Rv0983	pepD	1099066	1100460	1	serine protease PepD	-	-	-	status 3	annotated	CDS	5	6
Rv0984	moaB2	1100460	1101005	3	pterin-4-alpha-carbinolamine dehydratase	-	-	-	status 3	annotated	CDS	5	6
Rv0985c	mscL	1101480	1101025	-1	large-conductance ion mechanosensitive channel	-	-	-	status 3	annotated	CDS	5	6
Rv0986	-	1101803	1102549	2	adhesion component ABC transporter ATP-binding protein	-	-	-	status 3	annotated	CDS	5	6
Rv0987	-	1102542	1105109	3	adhesion component ABC transporter permease	-	-	-	status 3	annotated	CDS	5	6
Rv0988	-	1105116	1106276	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0989c	grcC2	1107382	1106405	-2	polyprenyl-diphosphate synthase GrcC	-	-	-	status 3	annotated	CDS	5	6
Rv0990c	-	1108099	1107443	-2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0991c	-	1108504	1108172	-2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0992c	-	1109171	1108578	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0993	galU	1109272	1110192	1	UTP--glucose-1-phosphate uridylyltransferase	-	-	-	status 3	annotated	CDS	5	6
Rv0994	moeA1	1110269	1111549	2	molybdopterin molybdenumtransferase 1	-	-	-	status 3	annotated	CDS	5	6
Rv0995	rimJ	1111612	1112223	1	ribosomal-protein-alanine acetyltransferase RimJ	-	-	-	status 3	annotated	CDS	5	6
Rv0996	-	1112384	1113460	2	transmembrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv0997	-	1114293	1114724	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0997a	-	1113861	1114112	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv0998	-	1114748	1115749	2	acetyltransferase	-	-	-	status 3	annotated	CDS	5	6
Rv0999	-	1115767	1116525	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1000c	-	1117148	1116531	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1001	arcA	1117185	1118393	3	arginine deiminase	-	-	-	status 3	annotated	CDS	5	6
Rv1002c	-	1119939	1118428	-1	dolichyl-phosphate-mannose--proteinmannosyltransferase	-	-	-	status 3	annotated	CDS	5	6
Rv1003	-	1120022	1120879	2	rRNA small subunit methyltransferase I	-	-	-	status 3	annotated	CDS	5	6
Rv1004c	-	1122148	1120889	-2	membrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv1005c	-	1123598	1122222	-3	para-aminobenzoate synthase component I	-	-	-	status 3	annotated	CDS	5	6
Rv1006	-	1123714	1125417	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1007c	metS	1127003	1125444	-3	methionine--tRNA ligase	-	-	-	status 3	annotated	CDS	5	6
Rv1008	tatD	1127089	1127883	1	deoxyribonuclease TatD	-	-	-	status 3	annotated	CDS	5	6
Rv1009	rpfB	1128091	1129179	1	resuscitation-promoting factor RpfB	-	-	-	status 3	annotated	CDS	5	6
Rv1010	ksgA	1129152	1130105	3	rRNA small subunit methyltransferase A	-	-	-	status 3	annotated	CDS	5	6
Rv1011	ispE	1130191	1131111	1	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	-	-	-	status 3	annotated	CDS	5	6
Rv1012	-	1131128	1131421	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1013	pks16	1131625	1133259	1	polyketide synthase	-	-	-	status 3	annotated	CDS	5	6
Rv1014c	pth	1133908	1133333	-2	peptidyl-tRNA hydrolase	-	-	-	status 3	annotated	CDS	5	6
Rv1015c	rplY	1134568	1133921	-2	50S ribosomal protein L25	-	-	-	status 3	annotated	CDS	5	6
Rv1016c	lpqT	1135465	1134785	-2	lipoprotein LpqT	-	-	-	status 3	annotated	CDS	5	6
Rv1017c	prsA	1136481	1135501	-1	ribose-phosphate pyrophosphokinase	-	-	-	status 3	annotated	CDS	5	6
Rv1018c	glmU	1138060	1136573	-2	bifunctional UDP-N-acetylglucosamine pyrophosphorylase/glucosamine-1-phosphate N-acetyltransferase	-	-	-	status 3	annotated	CDS	5	6
Rv1019	-	1138315	1138908	1	transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
Rv1020	mfd	1138967	1142671	2	transcription-repair coupling factor	-	-	-	status 3	annotated	CDS	5	6
Rv1021	-	1142671	1143648	1	nucleoside triphosphate pyrophosphohydrolase	-	-	-	status 3	annotated	CDS	5	6
Rv1022	lpqU	1143736	1144467	1	lipoprotein LpqU	-	-	-	status 3	annotated	CDS	5	6
Rv1023	eno	1144564	1145853	1	enolase	-	-	-	status 3	annotated	CDS	5	6
Rv1024	-	1145858	1146544	2	membrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv1025	-	1146561	1147028	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1026	-	1147019	1147978	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1027c	kdpE	1149107	1148427	-3	transcriptional regulator KdpE	-	-	-	status 3	annotated	CDS	5	6
Rv1028A	kdpF	1151920	1152012	1	membrane protein KdpF	-	-	-	status 3	annotated	CDS	5	6
Rv1028c	kdpD	1151686	1149104	-2	sensor protein KdpD	-	-	-	status 3	annotated	CDS	5	6
Rv1029	kdpA	1152012	1153727	3	potassium-transporting ATPase subunit A	-	-	-	status 3	annotated	CDS	5	6
Rv1030	kdpB	1153724	1155853	2	potassium-transporting ATPase subunit B	-	-	-	status 3	annotated	CDS	5	6
Rv1031	kdpC	1155853	1156422	1	potassium-transporting ATPase subunit C	-	-	-	status 3	annotated	CDS	5	6
Rv1032c	trcS	1157955	1156426	-1	two component sensor histidine kinase TrcS	-	-	-	status 3	annotated	CDS	5	6
Rv1033c	trcR	1158736	1157963	-2	two component transcriptional regulator TrcR	-	-	-	status 3	annotated	CDS	5	6
Rv1037c	esxI	1160828	1160544	-3	ESAT-6 like protein EsxI	-	-	-	status 3	annotated	CDS	5	6
Rv1038c	esxJ	1161151	1160855	-2	ESAT-6 like protein EsxJ	-	-	-	status 3	annotated	CDS	5	6
Rv1039c	PPE15	1162472	1161297	-3	PPE family protein PPE15	-	-	-	status 3	annotated	CDS	5	6
Rv1040c	PE8	1163376	1162549	-1	PE family protein PE8	-	-	-	status 3	annotated	CDS	5	6
Rv1041c	-	1165435	1164572	-2	IS2-like transposase	-	-	-	status 3	annotated	CDS	5	6
Rv1042c	-	1165499	1165092	-3	IS2-like transposase	-	-	-	status 3	annotated	CDS	5	6
Rv1043c	-	1166806	1165781	-2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1044	-	1167053	1167676	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1045	-	1167673	1168554	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1047	-	1169423	1170670	2	transposase	-	-	-	status 3	annotated	CDS	5	6
Rv1048c	-	1172153	1171038	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1049	-	1172386	1172832	1	transcriptional repressor	-	-	-	status 3	annotated	CDS	5	6
Rv1050	-	1172881	1173786	1	oxidoreductase	-	-	-	status 3	annotated	CDS	5	6
Rv1051c	-	1174700	1173945	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1052	-	1175723	1176112	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1056	-	1177628	1178392	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1057	-	1179396	1180577	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1058	fadD14	1180684	1182315	1	fatty-acid--CoA ligase FadD14	-	-	-	status 3	annotated	CDS	5	6
Rv1059	-	1182391	1183455	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1060	-	1183508	1183981	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1061	-	1184015	1184878	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1062	-	1184883	1185740	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1063c	-	1186823	1185741	-3	NTE family protein	-	-	-	status 3	annotated	CDS	5	6
Rv1064c	lpqV	1187323	1186904	-2	lipoprotein LpqV	-	-	-	status 3	annotated	CDS	5	6
Rv1065	-	1187435	1188001	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1066	-	1187998	1188393	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1067c	PE_PGRS19	1190424	1188421	-1	PE-PGRS family protein PE_PGRS19	-	-	-	status 3	annotated	CDS	5	6
Rv1068c	PE_PGRS20	1192148	1190757	-3	PE-PGRS family protein PE_PGRS20	-	-	-	status 3	annotated	CDS	5	6
Rv1069c	-	1194273	1192510	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1070c	echA8	1195043	1194270	-3	enoyl-CoA hydratase EchA8	-	-	-	status 3	annotated	CDS	5	6
Rv1071c	echA9	1196092	1195055	-2	enoyl-CoA hydratase EchA9	-	-	-	status 3	annotated	CDS	5	6
Rv1072	-	1196279	1197115	2	transmembrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv1073	-	1197231	1198082	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1074c	fadA3	1199373	1198156	-1	beta-ketoacyl CoA thiolase FadA	-	-	-	status 3	annotated	CDS	5	6
Rv1075c	-	1200370	1199426	-2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1076	lipU	1200767	1201660	2	lipase LipU	-	-	-	status 3	annotated	CDS	5	6
Rv1077	cbs	1201717	1203111	1	cystathionine beta-synthase	-	-	-	status 3	annotated	CDS	5	6
Rv1078	-	1203313	1204035	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1079	metB	1204067	1205233	2	cystathionine gamma-synthase	-	-	-	status 3	annotated	CDS	5	6
Rv1080c	greA	1205798	1205304	-3	transcription elongation factor GreA	-	-	-	status 3	annotated	CDS	5	6
Rv1081c	-	1206418	1205984	-2	membrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv1082	mca	1206520	1207386	1	mycothiol S-conjugate amidase	-	-	-	status 3	annotated	CDS	5	6
Rv1083	-	1207383	1207649	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1084	-	1207636	1209657	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1085c	-	1210484	1209756	-3	hemolysin-like protein	-	-	-	status 3	annotated	CDS	5	6
Rv1086	-	1210595	1211383	2	(2Z,6E)-farnesyl diphosphate synthase	-	-	-	status 3	annotated	CDS	5	6
Rv1087	PE_PGRS21	1211560	1213863	1	PE-PGRS family protein PE_PGRS21	-	-	-	status 3	annotated	CDS	5	6
Rv1088	PE9	1214513	1214947	2	PE family protein PE9	-	-	-	status 3	annotated	CDS	5	6
Rv1088a	-	1215225	1215407	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1091	PE_PGRS22	1216469	1219030	2	PE-PGRS family protein PE_PGRS22	-	-	-	status 3	annotated	CDS	5	6
Rv1092c	coaA	1220186	1219248	-3	pantothenate kinase	-	-	-	status 3	annotated	CDS	5	6
Rv1093	glyA1	1220574	1221854	3	serine hydroxymethyltransferase	-	-	-	status 3	annotated	CDS	5	6
Rv1094	desA2	1221959	1222786	2	acyl-ACP desaturase DesA	-	-	-	status 3	annotated	CDS	5	6
Rv1095	phoH2	1222997	1224298	2	phosphate starvation-inducible protein PsiH	-	-	-	status 3	annotated	CDS	5	6
Rv1096	-	1224385	1225260	1	glycosyl hydrolase	-	-	-	status 3	annotated	CDS	5	6
Rv1097c	-	1226144	1225263	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1098c	fum	1227565	1226141	-2	fumarate hydratase	-	-	-	status 3	annotated	CDS	5	6
Rv1099c	glpX	1228684	1227596	-2	fructose 1,6-bisphosphatase	-	-	-	status 3	annotated	CDS	5	6
Rv1100	-	1228683	1229384	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1101c	-	1230548	1229391	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1102c	mazF3	1230971	1230660	-3	mRNA interferase MazF3	-	-	-	status 3	annotated	CDS	5	6
Rv1103c	mazE3	1231291	1230971	-2	antitoxin MazE3	-	-	-	status 3	annotated	CDS	5	6
Rv1106c	-	1233956	1232844	-3	3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase	-	-	-	status 3	annotated	CDS	5	6
Rv1107c	xseB	1234223	1233966	-3	exodeoxyribonuclease VII small subunit	-	-	-	status 3	annotated	CDS	5	6
Rv1108c	xseA	1235460	1234213	-1	exodeoxyribonuclease VII large subunit	-	-	-	status 3	annotated	CDS	5	6
Rv1109c	-	1236095	1235457	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1110	lytB2	1236185	1237192	2	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	-	-	-	status 3	annotated	CDS	5	6
Rv1111c	-	1238192	1237209	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1112	-	1238255	1239328	2	GTP-binding protein	-	-	-	status 3	annotated	CDS	5	6
Rv1113	vapB32	1239416	1239613	2	antitoxin VapB32	-	-	-	status 3	annotated	CDS	5	6
Rv1114	vapC32	1239610	1239984	1	ribonuclease VapC32	-	-	-	status 3	annotated	CDS	5	6
Rv1115	-	1240187	1240885	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1116	-	1241003	1241188	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1117	-	1241633	1241956	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1118c	-	1242831	1241971	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1119c	-	1243013	1242864	-3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1120c	-	1243504	1243010	-2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1121	zwf1	1243707	1245107	3	glucose-6-phosphate 1-dehydrogenase	-	-	-	status 3	annotated	CDS	5	6
Rv1122	gnd2	1245129	1246151	3	6-phosphogluconate dehydrogenase	-	-	-	status 3	annotated	CDS	5	6
Rv1123c	bpoB	1247052	1246144	-1	peroxidase BpoB	-	-	-	status 3	annotated	CDS	5	6
Rv1124	ephC	1247127	1248077	3	epoxide hydrolase EphC	-	-	-	status 3	annotated	CDS	5	6
Rv1125	-	1248082	1249326	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1126c	-	1249935	1249330	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1127c	ppdK	1251404	1249932	-3	pyruvate, phosphate dikinase PpdK	-	-	-	status 3	annotated	CDS	5	6
Rv1128c	-	1252972	1251617	-2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1129c	-	1254534	1253074	-1	transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
Rv1130	prpD	1254555	1256135	3	methylcitrate dehydratase PrpD	-	-	-	status 3	annotated	CDS	5	6
Rv1131	prpC	1256132	1257313	2	methylcitrate synthase PrpC	-	-	-	status 3	annotated	CDS	5	6
Rv1132	-	1257325	1259055	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1133c	metE	1261346	1259067	-3	5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase	-	-	-	status 3	annotated	CDS	5	6
Rv1134	-	1261922	1262158	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1135c	PPE16	1264128	1262272	-1	PPE family protein PPE16	-	-	-	status 3	annotated	CDS	5	6
Rv1138a	-	1265034	1265438	3	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1138c	-	1266488	1265472	-3	oxidoreductase	-	-	-	status 3	annotated	CDS	5	6
Rv1139c	-	1266985	1266485	-2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1140	-	1267347	1268195	3	integral membrane protein	-	-	-	status 3	annotated	CDS	5	6
Rv1141c	echA11	1269009	1268203	-1	enoyl-CoA hydratase EchA11	-	-	-	status 3	annotated	CDS	5	6
Rv1142c	echA10	1269958	1269152	-2	enoyl-CoA hydratase EchA10	-	-	-	status 3	annotated	CDS	5	6
Rv1143	mcr	1270062	1271144	3	alpha-methylacyl-CoA racemase	-	-	-	status 3	annotated	CDS	5	6
Rv1144	-	1271156	1271908	2	oxidoreductase	-	-	-	status 3	annotated	CDS	5	6
Rv1145	-	1272423	1273334	3	transmembrane transport protein	-	-	-	status 3	annotated	CDS	5	6
Rv1146	-	1273355	1274767	2	transmembrane transport protein	-	-	-	status 3	annotated	CDS	5	6
Rv1147	-	1274900	1275550	2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1148c	-	1277748	1276300	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1149	-	1277893	1278300	1	transposase	-	-	-	status 3	annotated	CDS	5	6
Rv1151c	-	1279617	1278904	-1	NAD-dependent protein deacylase	-	-	-	status 3	annotated	CDS	5	6
Rv1152	-	1279655	1280020	2	transcriptional regulator	-	-	-	status 3	annotated	CDS	5	6
Rv1153c	omt	1280846	1279998	-3	O-methyltransferase	-	-	-	status 3	annotated	CDS	5	6
Rv1154c	-	1281484	1280843	-2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1155	-	1281429	1281872	3	pyridoxine/pyridoxamine 5'-phosphate oxidase	-	-	-	status 3	annotated	CDS	5	6
Rv1155a	-	1282030	1282218	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1156	-	1282306	1282893	1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1157c	-	1284171	1283056	-1	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1158c	-	1284862	1284179	-2	hypothetical protein	-	-	-	status 3	annotated	CDS	5	6
Rv1159	pimE	1284992	1286287	2	polyprenol-phosphate-mannose-dependent alpha-(1-2)-phosphatidylinositol pentamannoside mannosyltransferase	-	-	-	status 3	annotated	CDS	5	6
Rv1159A	-	1286568	1286284	-1	pterin-4-alpha-carbinolamine dehydratase	-	-	-	status 3	annotated	CDS	5	6
Rv1160	mutT2	1286595	1287020	3	8-oxo-dGTP diphosphatase	-	-	-	status 3	annotated	CDS	5	6
Rv1161	narG	1287328	1291026	1	nitrate reductase subunit alpha	-	-	-	status 3	annotated	CDS	5	6
Rv1162	narH	1291065	1292741	3	nitrate reductase subunit beta	-	-	-	status 3	annotated	CDS	5	6
Rv1163	narJ	1292798	1293403	2	nitrate reductase subunit delta	-	-	-	status 3	annotated	CDS	5	6
Rv1164	narI	1293406	1294146	1	nitrate reductase subunit gamma	-	-	-	status 3	annotated	CDS	5	6
